name,type,height,classify,gender,weight,ability,description,evolution,img
 꼬마돌,바위;전기,0.4,암석,b,20.3,자력;옹골참,자력을 띤 돌의 몸을 가졌다. 특히 자력이 강한 부분에는 사철이 빽빽이 붙어 있다.,74;꼬마돌;75;데구리;76;딱구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007402.png
 데구리,바위;땅,1,암석,b,105,돌머리;옹골참,험한 절벽의 중턱에 몇 개의 구멍이 보인다면 그곳은 데구리의 거처이다.,74;꼬마돌;75;데구리;76;딱구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007501.png
 데구리,바위;전기,1,암석,b,110,자력;옹골참,드라바이트를 즐겨 먹는다. 그 성분이 몸에서 결정이 되어 몸 일부에 솟아나고 있다.,74;꼬마돌;75;데구리;76;딱구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007502.png
 딱구리,바위;땅,1.4,메가톤,b,300,돌머리;옹골참,1년에 1번 탈피한다. 암석 같은 단단한 몸은 다이너마이트로도 상처를 입힐 수 없다.,74;꼬마돌;75;데구리;76;딱구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007601.png
 딱구리,바위;전기,1.7,메가톤,b,316,자력;옹골참,전기를 띤 암석을 발사한다. 명중하지 않고 스치기만 해도 상대는 마비되어 실신한다.,74;꼬마돌;75;데구리;76;딱구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007602.png
 포니타,불꽃,1,불의말,b,30,도주;타오르는불꽃,태어나서 1시간이 지나면 불꽃의 갈기와 꼬리가 자라나 멋진 모습이 된다.,77;포니타;78;날쌩마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007701.png
 포니타,에스퍼,0.8,일각,b,24,도주;파스텔베일,작은 뿔에 치유의 힘을 숨기고 있다. 작은 상처라면 뿔을 갖다 대서 치료해준다.,77;포니타;78;날쌩마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007702.png
 날쌩마,불꽃,1.7,불의말,b,95,도주;타오르는불꽃,달리는 속도는 시속 240km. 갈기의 불꽃이 세차게 타오르고 화살처럼 달려 나간다.,77;포니타;78;날쌩마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007801.png
 날쌩마,에스퍼;페어리,1.7,일각,b,80,도주;파스텔베일,뿔에서 나오는 사이코커터는 강력하다. 두꺼운 철판에 구멍을 낼 정도의 파괴력을 가졌다.,77;포니타;78;날쌩마,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007802.png
 야돈,물;에스퍼,1.2,얼간이,b,36,둔감;마이페이스,움직임이 둔하고 멍청하다. 맞아도 5초는 지나야 아픔을 느낄 정도다.,79;야돈;80;야도란,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007901.png
 야돈,에스퍼,1.2,얼간이,b,36,먹보;마이페이스,항상 멍하니 있지만 가끔 찌릿 하고 인상을 쓴다. 먹고 있는 먹이가 원인이라는 듯하다.,79;야돈;80;야도란,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/007902.png
 야도란,물;에스퍼,1.6,기생,b,78.5,둔감;마이페이스,야돈이 바다로 먹이를 잡으러 갔다가 셀러에게 꼬리를 물려 야도란이 되었다.,79;야돈;80;야도란,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008001.png
 야도란,독;에스퍼,1.6,기생,b,70.5,퀵드로;마이페이스,셀러에게 물렸을 때의 자극과 체내의 향신료가 화학 반응을 일으켜 독타입이 되었다.,79;야돈;80;야도란,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008002.png
 메가야도란,물;에스퍼,2,기생,b,120,조가비갑옷,메가진화의 에너지는 모두 꼬리의 셀러에게 흘러 들어갔다. 그리고 야돈은 통째로 먹혔다.,79;야돈;80;야도란,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008003.png
 코일,전기;강철,0.3,자석,u,6,자력;옹골참,좌우에 있는 유닛에서 나오는 전자파를 이용해 중력을 거슬러 하늘에 떠 있다.,81;코일;82;레어코일;462;자포코일,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008101.png
 레어코일,전기;강철,1,자석,u,60,자력;옹골참,3개의 코일은 강한 자력으로 연결되어 있다. 가까이 다가가면 강한 귀울림에 시달리게 된다.,81;코일;82;레어코일;462;자포코일,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008201.png
 파오리,노말;비행,0.8,청둥오리,b,15,날카로운눈;정신력,파 줄기가 없으면 살 수 없다. 그래서 파 줄기를 노리는 상대와는 목숨을 걸고 싸운다.,83;파오리;83;파오리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008301.png
 파오리,격투,0.8,청둥오리,b,42,불굴의마음,가라르에 사는 파오리의 모습. 굵고 튼튼한 파를 휘두르며 용감하게 싸우는 전사다.,83;파오리;865;창파나이트,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008302.png
 두두,노말;비행,1.4,쌍둥이새,b,39.2,도주;일찍기상,두 머리에 각각 존재하는 뇌는 텔레파시 같은 힘으로 의사를 맞춰 나가는 듯하다.,84;두두;85;두트리오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008401.png
 두트리오,노말;비행,1.8,세쌍둥이새,b,85.2,도주;일찍기상,진화할 때 두두의 머리 중 한쪽이 분열되는 희귀종. 시속 60km 이상으로 달린다.,84;두두;85;두트리오,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008501.png
 쥬쥬,물,1.1,강치,b,90,두꺼운지방;촉촉바디,빙산에 사는 포켓몬이다. 머리의 뾰족하게 돌출된 부분으로 얼음을 깨고 바다를 헤엄친다.,86;쥬쥬;87;쥬레곤,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008601.png
 쥬레곤,물;얼음,1.7,강치,b,120,두꺼운지방;촉촉바디,전신이 새하얀 털로 덮여 있기 때문에 눈 속에서는 천적에게 발견되지 않는다.,86;쥬쥬;87;쥬레곤,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008701.png
 질퍽이,독,0.9,오물,b,30,악취;점착,오물이 포켓몬이 되었다. 더러운 장소에 모여 몸의 세균을 번식시킨다.,88;질퍽이;89;질뻐기,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008801.png
 질퍽이,독;악,0.7,오물,b,42,독수;먹보,쓰레기 문제를 해결하기 위해 다른 곳에서 데려온 질퍽이가 어느새 이 모습이 되었다.,88;질퍽이;89;질뻐기,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008802.png
 질뻐기,독,1.2,오물,b,30,악취;점착,더러운 오물이 온몸에 달라붙었다. 지나간 자리를 건드리기만 해도 독이 퍼져 버린다.,88;질퍽이;89;질뻐기,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008901.png
 질뻐기,독;악,1,오물,b,52,독수;먹보,터무니없이 선명한 몸의 색은 먹어치운 쓰레기가 체내에서 계속 화학변화를 일으키기 때문이다.,88;질퍽이;89;질뻐기,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/008902.png
 셀러,물,0.3,두조개,b,4,조가비갑옷;스킬링크,다이아몬드보다 단단한 껍데기에 싸여 있지만 속은 의외로 말랑하다.,90;셀러;91;파르셀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009001.png
 파르셀,물;얼음,1.5,두조개,b,132.5,조가비갑옷;스킬링크,조수의 흐름이 격한 바다에 서식하는 파르셀의 껍데기에 붙은 가시는 크고 날카롭다.,90;셀러;91;파르셀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009101.png
 고오스,고스트;독,1.3,가스,b,0.1,부유,가스로 된 몸으로 휘감은 다음 먹이의 피부를 통해 조금씩 독을 흘려보내어 약하게 만든다.,92;고오스;93;고우스트;94;팬텀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009201.png
 고우스트,고스트;독,1.6,가스,b,0.1,부유,어둠을 틈타 가스로 된 손을 뻗쳐 사람의 어깨를 두드리기 좋아한다. 그 손에 닿으면 떨림이 멈추지 않는다.,92;고오스;93;고우스트;94;팬텀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009301.png
 팬텀,고스트;독,1.5,그림자,b,40.5,저주받은바디,생명을 빼앗기로 정한 먹잇감의 그림자에 숨어들어 꼼짝하지 않고 기회를 노린다.,92;고오스;93;고우스트;94;팬텀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009401.png
 메가팬텀,고스트;독,1.4,그림자,b,40.5,그림자밟기,팬텀의 유대감은 비뚤어졌다. 팬텀이 먹이로 노리는 상대하고만 싹튼다고 한다.,92;고오스;93;고우스트;94;팬텀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009402.png
 팬텀,고스트;독,20,그림자,b,1.00E+09,저주받은바디,저주의 에너지로 넘치고 있다. 거대한 입의 저편은 저세상과 이어져 있다고 한다.,92;고오스;93;고우스트;94;팬텀,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009403.png
 롱스톤,바위;땅,8.8,돌뱀,b,210,돌머리;옹골참,롱스톤이 땅속을 뚫고 나아가면 땅울림이 들리며 지면이 흔들린다. 이동 속도는 시속 80km.,95;롱스톤;208;강철톤,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009501.png
 슬리프,에스퍼,1,최면,b,32.4,불면;예지몽,먹어 치운 꿈은 모두 기억하고 있다. 아이들의 꿈이 맛있기 때문에 어른들의 꿈은 거의 먹지 않는다.,96;슬리프;97;슬리퍼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009601.png
 슬리퍼,에스퍼,1.6,최면,b,75.6,불면;예지몽,상대와 눈이 마주쳤을 때 최면술 등의 다양한 초능력을 사용한다고 전해진다.,96;슬리프;97;슬리퍼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009701.png
 크랩,물,0.4,게,b,6.5,괴력집게;조가비갑옷,모래 해변에 구멍을 파서 산다. 집게는 싸울 때 떨어져 나가도 다시 자라나 원래대로 돌아온다.,98;크랩;99;킹크랩,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009801.png
 킹크랩,물,1.3,집게,b,60,괴력집게;조가비갑옷,큰 집게의 파워는 1만 마력이다. 하지만 너무 무거워서 목표물을 잡는 것이 서투르다.,98;크랩;99;킹크랩,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009901.png
 킹크랩,물,19,집게,b,1.00E+09,괴력집게;조가비갑옷,거다이맥스의 파워에 의해 거대해진 왼쪽 집게는 무엇이든 산산이 부숴버린다.,98;크랩;99;킹크랩,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/009902.png
 찌리리공,전기,0.5,볼,u,10.4,방음;정전기,굴러서 이동하기 때문에 땅이 울퉁불퉁하면 충격으로 폭발해 버린다.,100;찌리리공;101;붐볼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010001.png
 찌리리공,전기;풀,0.5,구체,u,13,방음;정전기,몬스터볼을 닮은 수수께끼의 포켓몬. 흥분하면 배 속에 비축해 둔 전류를 방출하며 크게 웃는다.,100;찌리리공;101;붐볼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010002.png
 붐볼,전기,1.2,볼,u,66.6,방음;정전기,전기 에너지를 모을수록 고속으로 이동할 수 있게 되나 그만큼 폭발하기도 쉬워진다.,100;찌리리공;101;붐볼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010101.png
 붐볼,전기;풀,1.2,구체,u,71,방음;정전기,신기하게도 표면의 조직이 규토리의 성분과 매우 흡사하다. 화가 났을 때 방출하는 전류는 벼락이 20번 떨어진 것에 필적한다.,100;찌리리공;101;붐볼,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010102.png
 아라리,풀;에스퍼,0.4,알,b,2.5,엽록소,텔레파시로 대화를 하기 때문에 아라리를 갈라놓으려 해도 바로 모여들어 6마리가 된다.,102;아라리;103;나시,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010201.png
 나시,풀;에스퍼,2,야자열매,b,120,엽록소,걸어 다니는 열대 우림이라고 불린다. 크게 자란 머리 중 하나가 땅에 떨어지면 아라리가 된다.,102;아라리;103;나시,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010301.png
 나시,풀;드래곤,10.9,야자열매,b,415.6,통찰,쨍쨍 내리쬐는 태양 빛을 받은 결과 본래의 모습과 능력이 각성되었다.,102;아라리;103;나시,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010302.png
 탕구리,땅,0.4,고독,b,6.5,돌머리;피뢰침,사별한 어머니를 생각하며 울 때에는 머리에 쓴 뼈가 달각달각 소리를 낸다.,104;탕구리;105;텅구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010401.png
 텅구리,땅,1,뼈다귀,b,45,돌머리;피뢰침,태어날 때부터 항상 지니고 있는 뼈를 자유로이 사용한다. 성격은 난폭하다.,104;탕구리;105;텅구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010501.png
 텅구리,불꽃;고스트,1,뼈다귀,b,34,저주받은바디;피뢰침,손에 든 뼈에 불을 붙여 동료를 추모하는 춤을 밤새도록 춘다.,104;탕구리;105;텅구리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010502.png
 시라소몬,격투,1.5,킥,m,49.8,유연;이판사판,다리가 두 배 길이로 늘어난다. 처음 싸운 상대는 그 길이에 놀란다.,236;배루키;106;시라소몬,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010601.png
 홍수몬,격투,1.4,펀치,m,50.2,날카로운눈;철주먹,팔을 비틀며 날리는 펀치는 콘크리트도 부스러뜨린다. 3분 싸우면 잠시 쉰다.,236;배루키;106;시라소몬,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010701.png
 내루미,노말,1.2,핥기,b,65.5,마이페이스;둔감,손 대신 신장의 2배로 늘어나는 혓바닥을 사용한다. 끈적끈적한 타액이 무엇이든 달라붙게 한다.,108;내루미;463;내룸벨트,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010801.png
 또가스,독,0.6,독가스,b,1,부유;화학변화가스,공기보다도 가벼운 가스를 몸에 모아서 떠 있다. 가스는 냄새나는 데다가 폭발도 한다.,109;또가스;110;또도가스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/010901.png
 또도가스,독,1.2,독가스,b,9.5,부유;화학변화가스,쓰레기에서 발생한 가스를 먹고 자라난다. 극히 드물게 3개가 이어진 또도가스가 발견된다.,109;또가스;110;또도가스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011001.png
 또도가스,독;페어리,3,독가스,b,16,부유;화학변화가스,대기 중의 오염된 성분을 흡수하고 배설물 대신 깨끗한 공기를 내보낸다.,109;또가스;110;또도가스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011002.png
 뿔카노,땅;바위,1,뿔,b,115,피뢰침;돌머리,몸이 단단한 피부로 덮여 있다. 몸통박치기로 빌딩도 쓰러뜨린다. 안타깝게도 머리는 나쁘다.,111;뿔카노;112;코뿌리;464;거대코뿌리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011101.png
 코뿌리,땅;바위,1.9,드릴,b,120,피뢰침;돌머리,뒷발로 서게 되어 뇌가 커졌다. 드릴로 된 뿔로 바위를 뚫어 터널을 판다.,111;뿔카노;112;코뿌리;464;거대코뿌리,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011201.png
 럭키,노말,1.1,알,f,34.6,자연회복;하늘의은총,상처 입은 포켓몬이나 사람이 있으면 영양 만점의 알을 낳아 나눠 주는 상냥한 포켓몬이다.,440;핑복;113;럭키;242;해피너스,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011301.png
 덩쿠리,풀,1,넝쿨,b,35,엽록소;리프가드,파란 덩굴로 덮여 있다. 덩굴에 숨겨져 있는 얼굴을 본 사람은 아직 없다.,114;덩쿠리;465;덩쿠림보,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011401.png
 캥카,노말,2.2,가족,f,80,일찍기상;배짱,배의 주머니에서 새끼를 키운다. 안전할 때만 새끼를 주머니에서 꺼내어 놀게 한다.,115;캥카;115;메가캥카,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011501.png
 메가캥카,노말,2.2,가족,f,100,부자유친,메가캥카가 강한 이유는 아이의 성장을 기뻐하면서 의욕이 넘치는 엄마 때문이다.,115;캥카;115;메가캥카,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011502.png
 쏘드라,물,0.4,드래곤,b,8,쓱쓱;스나이퍼,산호의 그늘에 거처를 만든다. 위험을 느끼면 입에서 새까만 먹물을 내뿜고 도망간다.,116;쏘드라;117;시드라;230;킹드라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011601.png
 시드라,물,1.2,드래곤,b,25,독가시;스나이퍼,가시가 상대로부터 몸을 지킨다. 지느러미와 뼈가 한약의 재료로써 귀하게 쓰인다.,116;쏘드라;117;시드라;230;킹드라,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011701.png
 콘치,물,0.6,금붕어,b,15,쓱쓱;수의베일,꼬리지느러미를 드레스같이 흔들며 우아하게 헤엄치는 모습은 마치 수중의 여왕 같다.,118;콘치;119;왕콘치,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011801.png
 왕콘치,물,1.3,금붕어,b,39,쓱쓱;수의베일,머리의 뿔로 강바닥에 있는 돌을 파내어 둥지를 만든다. 알을 목숨 걸고 지킨다.,118;콘치;119;왕콘치,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/011901.png
 별가사리,물,0.8,별,u,34.5,발광;자연회복,"빨간 핵이 있는 한, 몸이 조각나도 바로 재생한다. 한밤중에 핵이 반짝거린다.",120;별가사리;121;아쿠스타,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/012001.png
 아쿠스타,물;에스퍼,1.1,수수께끼,u,80,발광;자연회복,몸의 중심에 있는 빨간 핵에서 밤하늘을 향해 알 수 없는 전파를 발신한다.,120;별가사리;121;아쿠스타,https://data1.pokemonkorea.co.kr/newdata/pokedex/full/012101.png
